Pincode,District,StateName,Region
144804,KAPURTHALA,Punjab,North
144805,JALANDHAR,Punjab,North
144806,JALANDHAR,Punjab,North
144819,KAPURTHALA,Punjab,North
145001,PATHANKOT,Punjab,North
145022,PATHANKOT,Punjab,North
145023,PATHANKOT,Punjab,North
145024,PATHANKOT,Punjab,North
145025,PATHANKOT,Punjab,North
145026,PATHANKOT,Punjab,North
145027,PATHANKOT,Punjab,North
145029,PATHANKOT,Punjab,North
145101,PATHANKOT,Punjab,North
146001,HOSHIARPUR,Punjab,North
146021,HOSHIARPUR,Punjab,North
146022,HOSHIARPUR,Punjab,North
146023,HOSHIARPUR,Punjab,North
146024,HOSHIARPUR,Punjab,North
146101,HOSHIARPUR,Punjab,North
146102,HOSHIARPUR,Punjab,North
146103,HOSHIARPUR,Punjab,North
146104,HOSHIARPUR,Punjab,North
146105,HOSHIARPUR,Punjab,North
146106,HOSHIARPUR,Punjab,North
146107,HOSHIARPUR,Punjab,North
146108,HOSHIARPUR,Punjab,North
146109,HOSHIARPUR,Punjab,North
146110,HOSHIARPUR,Punjab,North
146111,HOSHIARPUR,Punjab,North
146112,HOSHIARPUR,Punjab,North
146113,HOSHIARPUR,Punjab,North
146114,HOSHIARPUR,Punjab,North
146115,HOSHIARPUR,Punjab,North
146116,HOSHIARPUR,Punjab,North
147001,PATIALA,Punjab,North
147002,PATIALA,Punjab,North
147003,PATIALA,Punjab,North
147004,PATIALA,Punjab,North
147005,PATIALA,Punjab,North
147006,PATIALA,Punjab,North
147007,PATIALA,Punjab,North
147021,PATIALA,Punjab,North
147101,PATIALA,Punjab,North
147102,PATIALA,Punjab,North
147103,PATIALA,Punjab,North
147104,FATEHGARH SAHIB,Punjab,North
147105,PATIALA,Punjab,North
147111,PATIALA,Punjab,North
147201,PATIALA,Punjab,North
147202,PATIALA,Punjab,North
147203,FATEHGARH SAHIB,Punjab,North
147301,FATEHGARH SAHIB,Punjab,North
148001,SANGRUR,Punjab,North
148002,SANGRUR,Punjab,North
148017,SANGRUR,Punjab,North
148018,SANGRUR,Punjab,North
148019,SANGRUR,Punjab,North
148020,SANGRUR,Punjab,North
148021,SANGRUR,Punjab,North
148022,SANGRUR,Punjab,North
148023,SANGRUR,Punjab,North
148024,SANGRUR,Punjab,North
148025,SANGRUR,Punjab,North
148026,SANGRUR,Punjab,North
148027,SANGRUR,Punjab,North
148028,SANGRUR,Punjab,North
148029,SANGRUR,Punjab,North
148030,SANGRUR,Punjab,North
148031,SANGRUR,Punjab,North
148033,SANGRUR,Punjab,North
148034,SANGRUR,Punjab,North
148035,SANGRUR,Punjab,North
148100,SANGRUR,Punjab,North
148101,SANGRUR,Punjab,North
148102,SANGRUR,Punjab,North
148103,SANGRUR,Punjab,North
148104,SANGRUR,Punjab,North
148105,SANGRUR,Punjab,North
148106,SANGRUR,Punjab,North
148107,SANGRUR,Punjab,North
148108,SANGRUR,Punjab,North
148109,SANGRUR,Punjab,North
151001,BATHINDA,Punjab,North
151002,BATHINDA,Punjab,North
151003,BATHINDA,Punjab,North
151004,BATHINDA,Punjab,North
151005,BATHINDA,Punjab,North
151101,BATHINDA,Punjab,North
151102,BATHINDA,Punjab,North
151103,BATHINDA,Punjab,North
151104,BATHINDA,Punjab,North
151105,BATHINDA,Punjab,North
151106,BATHINDA,Punjab,North
151108,BATHINDA,Punjab,North
151111,BATHINDA,Punjab,North
151201,BATHINDA,Punjab,North
151202,FARIDKOT,Punjab,North
151203,FARIDKOT,Punjab,North
151204,FARIDKOT,Punjab,North
151205,FARIDKOT,Punjab,North
151206,BATHINDA,Punjab,North
151207,FARIDKOT,Punjab,North
151208,FARIDKOT,Punjab,North
151209,FARIDKOT,Punjab,North
151210,MUKTSAR,Punjab,North
151211,MUKTSAR,Punjab,North
151212,MUKTSAR,Punjab,North
151213,FARIDKOT,Punjab,North
151301,BATHINDA,Punjab,North
151302,BATHINDA,Punjab,North
151401,BATHINDA,Punjab,North
151501,BATHINDA,Punjab,North
151502,MANSA,Punjab,North
151503,MANSA,Punjab,North
151504,MANSA,Punjab,North
151505,MANSA,Punjab,North
151506,MANSA,Punjab,North
151507,MANSA,Punjab,North
151508,MANSA,Punjab,North
151509,BATHINDA,Punjab,North
151510,MANSA,Punjab,North
152001,FIROZPUR,Punjab,North
152002,FIROZPUR,Punjab,North
152003,FIROZPUR,Punjab,North
152004,FIROZPUR,Punjab,North
152005,FIROZPUR,Punjab,North
152020,FAZILKA,Punjab,North
152021,FIROZPUR,Punjab,North
152022,FIROZPUR,Punjab,North
152023,FIROZPUR,Punjab,North
152024,FIROZPUR,Punjab,North
152025,MUKTSAR,Punjab,North
152026,FARIDKOT,Punjab,North
152028,FIROZPUR,Punjab,North
152031,MUKTSAR,Punjab,North
152032,MUKTSAR,Punjab,North
152033,FAZILKA,Punjab,North
152101,MUKTSAR,Punjab,North
152107,MUKTSAR,Punjab,North
152112,MUKTSAR,Punjab,North
152113,MUKTSAR,Punjab,North
152114,MUKTSAR,Punjab,North
152115,MUKTSAR,Punjab,North
152116,FAZILKA,Punjab,North
152117,FAZILKA,Punjab,North
152118,FAZILKA,Punjab,North
152121,FAZILKA,Punjab,North
152122,FAZILKA,Punjab,North
152123,FAZILKA,Punjab,North
152124,FAZILKA,Punjab,North
152128,FAZILKA,Punjab,North
152132,FAZILKA,Punjab,North
160001,CHANDIGHAR,Punjab,North
160002,CHANDIGHAR,Punjab,North
160003,CHANDIGHAR,Punjab,North
160004,CHANDIGHAR,Chandigarh,North
160005,CHANDIGHAR,Punjab,North
160009,CHANDIGHAR,Chandigarh,North
160011,CHANDIGHAR,Chandigarh,North
160012,CHANDIGHAR,Punjab,North
160014,CHANDIGHAR,Punjab,North
160015,CHANDIGHAR,Chandigarh,North
160016,CHANDIGHAR,Punjab,North
160017,CHANDIGHAR,Chandigarh,North
160018,CHANDIGHAR,Punjab,North
160019,CHANDIGHAR,Punjab,North
160020,CHANDIGHAR,Chandigarh,North
160022,CHANDIGHAR,Chandigarh,North
160023,CHANDIGHAR,Chandigarh,North
160025,CHANDIGHAR,Chandigarh,North
160030,CHANDIGHAR,Punjab,North
160036,CHANDIGHAR,Punjab,North
160043,MOHALI,Punjab,North
160047,CHANDIGHAR,Chandigarh,North
160055,MOHALI,Punjab,North
160059,MOHALI,Punjab,North
160062,MOHALI,Punjab,North
160071,MOHALI,Punjab,North
160101,CHANDIGHAR,Punjab,North
160102,CHANDIGHAR,Punjab,North
160103,MOHALI,Punjab,North
160104,MOHALI,Punjab,North
171001,SHIMLA,Himachal Pradesh,North
171002,SHIMLA,Himachal Pradesh,North
171003,SHIMLA,Himachal Pradesh,North
171004,SHIMLA,Himachal Pradesh,North
171005,SHIMLA,Himachal Pradesh,North
171006,SHIMLA,Himachal Pradesh,North
171007,SHIMLA,Himachal Pradesh,North
171008,SHIMLA,Himachal Pradesh,North
171009,SHIMLA,Himachal Pradesh,North
171010,SHIMLA,Himachal Pradesh,North
171011,SHIMLA,Himachal Pradesh,North
171012,SHIMLA,Himachal Pradesh,North
171013,SHIMLA,Himachal Pradesh,North
171014,SHIMLA,Himachal Pradesh,North
171015,SHIMLA,Himachal Pradesh,North
171018,SHIMLA,Himachal Pradesh,North
171019,SHIMLA,Himachal Pradesh,North
171102,SOLAN,Himachal Pradesh,North
171103,SHIMLA,Himachal Pradesh,North
171201,SHIMLA,Himachal Pradesh,North
171202,SHIMLA,Himachal Pradesh,North
171203,SHIMLA,Himachal Pradesh,North
171204,SHIMLA,Himachal Pradesh,North
171205,SHIMLA,Himachal Pradesh,North
171206,SHIMLA,Himachal Pradesh,North
171207,SHIMLA,Himachal Pradesh,North
171208,SHIMLA,Himachal Pradesh,North
171209,SHIMLA,Himachal Pradesh,North
171210,SHIMLA,Himachal Pradesh,North
171211,SHIMLA,Himachal Pradesh,North
171212,SHIMLA,Himachal Pradesh,North
171213,SHIMLA,Himachal Pradesh,North
171214,SHIMLA,Himachal Pradesh,North
171215,SHIMLA,Himachal Pradesh,North
171216,SHIMLA,Himachal Pradesh,North
171217,SHIMLA,Himachal Pradesh,North
171218,SHIMLA,Himachal Pradesh,North
171219,SHIMLA,Himachal Pradesh,North
171220,SHIMLA,Himachal Pradesh,North
171221,SHIMLA,Himachal Pradesh,North
171222,SHIMLA,Himachal Pradesh,North
171223,SHIMLA,Himachal Pradesh,North
171224,SHIMLA,Himachal Pradesh,North
171225,SHIMLA,Himachal Pradesh,North
171226,SHIMLA,Himachal Pradesh,North
171301,SHIMLA,Himachal Pradesh,North
172001,SHIMLA,Himachal Pradesh,North
172002,KULLU,Himachal Pradesh,North
172021,SHIMLA,Himachal Pradesh,North
172022,SHIMLA,Himachal Pradesh,North
172023,KULLU,Himachal Pradesh,North
172024,SHIMLA,Himachal Pradesh,North
172025,KULLU,Himachal Pradesh,North
172026,KULLU,Himachal Pradesh,North
172027,SHIMLA,Himachal Pradesh,North
172028,SHIMLA,Himachal Pradesh,North
172029,SHIMLA,Himachal Pradesh,North
172030,SHIMLA,Himachal Pradesh,North
172031,SHIMLA,Himachal Pradesh,North
172032,KULLU,Himachal Pradesh,North
172033,KULLU,Himachal Pradesh,North
172034,SHIMLA,Himachal Pradesh,North
172101,SHIMLA,Himachal Pradesh,North
172102,SHIMLA,Himachal Pradesh,North
172103,KINNAUR,Himachal Pradesh,North
172104,KINNAUR,Himachal Pradesh,North
172105,KINNAUR,Himachal Pradesh,North
172106,KINNAUR,Himachal Pradesh,North
172107,KINNAUR,Himachal Pradesh,North
172108,KINNAUR,Himachal Pradesh,North
172109,KINNAUR,Himachal Pradesh,North
172110,KINNAUR,Himachal Pradesh,North
172111,KINNAUR,Himachal Pradesh,North
172112,KINNAUR,Himachal Pradesh,North
172113,LAHUL  SPITI,Himachal Pradesh,North
172114,LAHUL  SPITI,Himachal Pradesh,North
172115,KINNAUR,Himachal Pradesh,North
172116,KINNAUR,Himachal Pradesh,North
172117,LAHUL  SPITI,Himachal Pradesh,North
172118,KINNAUR,Himachal Pradesh,North
172201,KULLU,Himachal Pradesh,North
173001,SIRMAUR,Himachal Pradesh,North
173021,SIRMAUR,Himachal Pradesh,North
173022,SIRMAUR,Himachal Pradesh,North
173023,SIRMAUR,Himachal Pradesh,North
173024,SIRMAUR,Himachal Pradesh,North
173025,SIRMAUR,Himachal Pradesh,North
173026,SIRMAUR,Himachal Pradesh,North
173027,SIRMAUR,Himachal Pradesh,North
173029,SIRMAUR,Himachal Pradesh,North
173030,SIRMAUR,Himachal Pradesh,North
173031,SIRMAUR,Himachal Pradesh,North
173032,SIRMAUR,Himachal Pradesh,North
173101,SIRMAUR,Himachal Pradesh,North
173104,SIRMAUR,Himachal Pradesh,North
173201,SOLAN,Himachal Pradesh,North
173202,SOLAN,Himachal Pradesh,North
173204,SOLAN,Himachal Pradesh,North
173205,SOLAN,Himachal Pradesh,North
173206,SOLAN,Himachal Pradesh,North
173207,SOLAN,Himachal Pradesh,North
173208,SOLAN,Himachal Pradesh,North
173209,SOLAN,Himachal Pradesh,North
173210,SOLAN,Himachal Pradesh,North
173211,SOLAN,Himachal Pradesh,North
173212,SOLAN,Himachal Pradesh,North
173213,SOLAN,Himachal Pradesh,North
173214,SOLAN,Himachal Pradesh,North
173215,SOLAN,Himachal Pradesh,North
173217,SOLAN,Himachal Pradesh,North
173218,SOLAN,Himachal Pradesh,North
173220,SOLAN,Himachal Pradesh,North
173221,SOLAN,Himachal Pradesh,North
173222,SOLAN,Himachal Pradesh,North
173223,SIRMAUR,Himachal Pradesh,North
173225,SOLAN,Himachal Pradesh,North
173229,SOLAN,Himachal Pradesh,North
173230,SOLAN,Himachal Pradesh,North
173233,SOLAN,Himachal Pradesh,North
173234,SOLAN,Himachal Pradesh,North
173235,SOLAN,Himachal Pradesh,North
173236,SOLAN,Himachal Pradesh,North
174001,BILASPUR HP,Himachal Pradesh,North
174002,BILASPUR HP,Himachal Pradesh,North
174003,BILASPUR HP,Himachal Pradesh,North
174004,BILASPUR HP,Himachal Pradesh,North
174005,BILASPUR HP,Himachal Pradesh,North
174011,BILASPUR HP,Himachal Pradesh,North
174012,BILASPUR HP,Himachal Pradesh,North
174013,BILASPUR HP,Himachal Pradesh,North
174015,BILASPUR HP,Himachal Pradesh,North
174017,BILASPUR HP,Himachal Pradesh,North
174021,BILASPUR HP,Himachal Pradesh,North
174023,BILASPUR HP,Himachal Pradesh,North
174024,BILASPUR HP,Himachal Pradesh,North
174026,BILASPUR HP,Himachal Pradesh,North
174027,BILASPUR HP,Himachal Pradesh,North
174028,BILASPUR HP,Himachal Pradesh,North
174029,BILASPUR HP,Himachal Pradesh,North
174030,BILASPUR HP,Himachal Pradesh,North
174031,BILASPUR HP,Himachal Pradesh,North
174032,BILASPUR HP,Himachal Pradesh,North
174033,BILASPUR HP,Himachal Pradesh,North
174034,BILASPUR HP,Himachal Pradesh,North
174035,BILASPUR HP,Himachal Pradesh,North
174036,BILASPUR HP,Himachal Pradesh,North
174101,SOLAN,Himachal Pradesh,North
174102,SOLAN,Himachal Pradesh,North
174103,SOLAN,Himachal Pradesh,North
174201,BILASPUR HP,Himachal Pradesh,North
174301,UNA,Himachal Pradesh,North
174302,UNA,Himachal Pradesh,North
174303,UNA,Himachal Pradesh,North
174304,HAMIRPURHP,Himachal Pradesh,North
174305,HAMIRPURHP,Himachal Pradesh,North
174306,UNA,Himachal Pradesh,North
174307,UNA,Himachal Pradesh,North
174308,UNA,Himachal Pradesh,North
174309,HAMIRPURHP,Himachal Pradesh,North
174310,BILASPUR HP,Himachal Pradesh,North
174311,HAMIRPURHP,Himachal Pradesh,North
174312,HAMIRPURHP,Himachal Pradesh,North
174314,UNA,Himachal Pradesh,North
174315,UNA,Himachal Pradesh,North
174316,UNA,Himachal Pradesh,North
174317,UNA,Himachal Pradesh,North
174319,UNA,Himachal Pradesh,North
174320,UNA,Himachal Pradesh,North
174321,UNA,Himachal Pradesh,North
174405,HAMIRPURHP,Himachal Pradesh,North
174503,UNA,Himachal Pradesh,North
174505,HAMIRPURHP,Himachal Pradesh,North
174507,UNA,Himachal Pradesh,North
175001,MANDI,Himachal Pradesh,North
175002,MANDI,Himachal Pradesh,North
175003,MANDI,Himachal Pradesh,North
175004,MANDI,Himachal Pradesh,North
175005,MANDI,Himachal Pradesh,North
175006,MANDI,Himachal Pradesh,North
175007,MANDI,Himachal Pradesh,North
175008,MANDI,Himachal Pradesh,North
175009,MANDI,Himachal Pradesh,North
175010,MANDI,Himachal Pradesh,North
175011,MANDI,Himachal Pradesh,North
175012,MANDI,Himachal Pradesh,North
175013,MANDI,Himachal Pradesh,North
175014,MANDI,Himachal Pradesh,North
175015,MANDI,Himachal Pradesh,North
175016,MANDI,Himachal Pradesh,North
175017,MANDI,Himachal Pradesh,North
175018,MANDI,Himachal Pradesh,North
175019,MANDI,Himachal Pradesh,North
175021,MANDI,Himachal Pradesh,North
175023,MANDI,Himachal Pradesh,North
175024,MANDI,Himachal Pradesh,North
175025,MANDI,Himachal Pradesh,North
175026,MANDI,Himachal Pradesh,North
175027,MANDI,Himachal Pradesh,North
175028,MANDI,Himachal Pradesh,North
175029,MANDI,Himachal Pradesh,North
175030,MANDI,Himachal Pradesh,North
175031,MANDI,Himachal Pradesh,North
175032,MANDI,Himachal Pradesh,North
175033,MANDI,Himachal Pradesh,North
175034,MANDI,Himachal Pradesh,North
175035,MANDI,Himachal Pradesh,North
175036,MANDI,Himachal Pradesh,North
175037,MANDI,Himachal Pradesh,North
175038,MANDI,Himachal Pradesh,North
175039,MANDI,Himachal Pradesh,North
175040,MANDI,Himachal Pradesh,North
175042,MANDI,Himachal Pradesh,North
175045,MANDI,Himachal Pradesh,North
175046,MANDI,Himachal Pradesh,North
175047,MANDI,Himachal Pradesh,North
175048,MANDI,Himachal Pradesh,North
175049,MANDI,Himachal Pradesh,North
175050,MANDI,Himachal Pradesh,North
175051,MANDI,Himachal Pradesh,North
175052,MANDI,Himachal Pradesh,North
175075,MANDI,Himachal Pradesh,North
175101,KULLU,Himachal Pradesh,North
175102,KULLU,Himachal Pradesh,North
175103,KULLU,Himachal Pradesh,North
175104,KULLU,Himachal Pradesh,North
175105,KULLU,Himachal Pradesh,North
175106,MANDI,Himachal Pradesh,North
175121,MANDI,Himachal Pradesh,North
175123,KULLU,Himachal Pradesh,North
175124,MANDI,Himachal Pradesh,North
175125,KULLU,Himachal Pradesh,North
175126,KULLU,Himachal Pradesh,North
175128,MANDI,Himachal Pradesh,North
175129,KULLU,Himachal Pradesh,North
175130,KULLU,Himachal Pradesh,North
175131,KULLU,Himachal Pradesh,North
175132,LAHUL  SPITI,Himachal Pradesh,North
175133,LAHUL  SPITI,Himachal Pradesh,North
175134,KULLU,Himachal Pradesh,North
175136,KULLU,Himachal Pradesh,North
175138,KULLU,Himachal Pradesh,North
175139,LAHUL  SPITI,Himachal Pradesh,North
175140,LAHUL  SPITI,Himachal Pradesh,North
175141,KULLU,Himachal Pradesh,North
175142,LAHUL  SPITI,Himachal Pradesh,North
175143,MANDI,Himachal Pradesh,North
176001,KANGRA,Himachal Pradesh,North
176002,KANGRA,Himachal Pradesh,North
176021,KANGRA,Himachal Pradesh,North
176022,KANGRA,Himachal Pradesh,North
176023,KANGRA,Himachal Pradesh,North
176025,KANGRA,Himachal Pradesh,North
176026,KANGRA,Himachal Pradesh,North
176027,KANGRA,Himachal Pradesh,North
176028,KANGRA,Himachal Pradesh,North
176029,KANGRA,Himachal Pradesh,North
176030,KANGRA,Himachal Pradesh,North
176031,KANGRA,Himachal Pradesh,North
176032,KANGRA,Himachal Pradesh,North
176033,KANGRA,Himachal Pradesh,North
176036,KANGRA,Himachal Pradesh,North
176037,KANGRA,Himachal Pradesh,North
176038,KANGRA,Himachal Pradesh,North
176039,HAMIRPURHP,Himachal Pradesh,North
176040,HAMIRPURHP,Himachal Pradesh,North
176041,HAMIRPURHP,Himachal Pradesh,North
176042,HAMIRPURHP,Himachal Pradesh,North
176043,HAMIRPURHP,Himachal Pradesh,North
176044,HAMIRPURHP,Himachal Pradesh,North
176045,HAMIRPURHP,Himachal Pradesh,North
176047,KANGRA,Himachal Pradesh,North
176048,HAMIRPURHP,Himachal Pradesh,North
176049,HAMIRPURHP,Himachal Pradesh,North
176051,KANGRA,Himachal Pradesh,North
176052,KANGRA,Himachal Pradesh,North
176053,KANGRA,Himachal Pradesh,North
176054,KANGRA,Himachal Pradesh,North
176055,KANGRA,Himachal Pradesh,North
176056,KANGRA,Himachal Pradesh,North
176057,KANGRA,Himachal Pradesh,North
176058,KANGRA,Himachal Pradesh,North
176059,KANGRA,Himachal Pradesh,North
176060,KANGRA,Himachal Pradesh,North
176061,KANGRA,Himachal Pradesh,North
176062,KANGRA,Himachal Pradesh,North
176063,KANGRA,Himachal Pradesh,North
176064,KANGRA,Himachal Pradesh,North
176065,KANGRA,Himachal Pradesh,North
176066,KANGRA,Himachal Pradesh,North
176067,KANGRA,Himachal Pradesh,North
176071,KANGRA,Himachal Pradesh,North
176073,KANGRA,Himachal Pradesh,North
176075,KANGRA,Himachal Pradesh,North
176076,KANGRA,Himachal Pradesh,North
176077,KANGRA,Himachal Pradesh,North
176081,KANGRA,Himachal Pradesh,North
176082,KANGRA,Himachal Pradesh,North
176083,KANGRA,Himachal Pradesh,North
176084,KANGRA,Himachal Pradesh,North
176085,KANGRA,Himachal Pradesh,North
176086,KANGRA,Himachal Pradesh,North
176087,KANGRA,Himachal Pradesh,North
176088,KANGRA,Himachal Pradesh,North
176089,KANGRA,Himachal Pradesh,North
176090,MANDI,Himachal Pradesh,North
176091,KANGRA,Himachal Pradesh,North
176092,KANGRA,Himachal Pradesh,North
176093,KANGRA,Himachal Pradesh,North
176094,KANGRA,Himachal Pradesh,North
176095,KANGRA,Himachal Pradesh,North
176096,KANGRA,Himachal Pradesh,North
176097,KANGRA,Himachal Pradesh,North
176098,KANGRA,Himachal Pradesh,North
176101,KANGRA,Himachal Pradesh,North
176102,KANGRA,Himachal Pradesh,North
176103,KANGRA,Himachal Pradesh,North
176107,KANGRA,Himachal Pradesh,North
176108,HAMIRPURHP,Himachal Pradesh,North
176109,HAMIRPURHP,Himachal Pradesh,North
176110,HAMIRPURHP,Himachal Pradesh,North
176111,HAMIRPURHP,Himachal Pradesh,North
176115,KANGRA,Himachal Pradesh,North
176125,KANGRA,Himachal Pradesh,North
176128,KANGRA,Himachal Pradesh,North
176200,KANGRA,Himachal Pradesh,North
176201,KANGRA,Himachal Pradesh,North
176202,KANGRA,Himachal Pradesh,North
176203,KANGRA,Himachal Pradesh,North
176204,KANGRA,Himachal Pradesh,North
176205,KANGRA,Himachal Pradesh,North
176206,KANGRA,Himachal Pradesh,North
176207,CHAMBA,Himachal Pradesh,North
176208,KANGRA,Himachal Pradesh,North
176209,KANGRA,Himachal Pradesh,North
176210,KANGRA,Himachal Pradesh,North
176211,KANGRA,Himachal Pradesh,North
176213,KANGRA,Himachal Pradesh,North
176214,KANGRA,Himachal Pradesh,North
176215,KANGRA,Himachal Pradesh,North
176216,KANGRA,Himachal Pradesh,North
176217,KANGRA,Himachal Pradesh,North
176218,KANGRA,Himachal Pradesh,North
176219,KANGRA,Himachal Pradesh,North
176225,KANGRA,Himachal Pradesh,North
176301,CHAMBA,Himachal Pradesh,North
176302,CHAMBA,Himachal Pradesh,North
176303,CHAMBA,Himachal Pradesh,North
176304,CHAMBA,Himachal Pradesh,North
176305,CHAMBA,Himachal Pradesh,North
176306,CHAMBA,Himachal Pradesh,North
176308,CHAMBA,Himachal Pradesh,North
176309,CHAMBA,Himachal Pradesh,North
176310,CHAMBA,Himachal Pradesh,North
176311,CHAMBA,Himachal Pradesh,North
176312,CHAMBA,Himachal Pradesh,North
176313,CHAMBA,Himachal Pradesh,North
176314,CHAMBA,Himachal Pradesh,North
176315,CHAMBA,Himachal Pradesh,North
176316,CHAMBA,Himachal Pradesh,North
176317,CHAMBA,Himachal Pradesh,North
176318,CHAMBA,Himachal Pradesh,North
176319,CHAMBA,Himachal Pradesh,North
176320,CHAMBA,Himachal Pradesh,North
176321,CHAMBA,Himachal Pradesh,North
176323,CHAMBA,Himachal Pradesh,North
176324,CHAMBA,Himachal Pradesh,North
176325,CHAMBA,Himachal Pradesh,North
176326,CHAMBA,Himachal Pradesh,North
176401,KANGRA,Himachal Pradesh,North
176402,KANGRA,Himachal Pradesh,North
176403,KANGRA,Himachal Pradesh,North
176501,KANGRA,Himachal Pradesh,North
176502,KANGRA,Himachal Pradesh,North
176601,UNA,Himachal Pradesh,North
177001,HAMIRPURHP,Himachal Pradesh,North
177005,HAMIRPURHP,Himachal Pradesh,North
177006,HAMIRPURHP,Himachal Pradesh,North
177007,HAMIRPURHP,Himachal Pradesh,North
177020,HAMIRPURHP,Himachal Pradesh,North
177021,HAMIRPURHP,Himachal Pradesh,North
177022,HAMIRPURHP,Himachal Pradesh,North
177023,HAMIRPURHP,Himachal Pradesh,North
177024,HAMIRPURHP,Himachal Pradesh,North
177025,HAMIRPURHP,Himachal Pradesh,North
177026,HAMIRPURHP,Himachal Pradesh,North
177027,HAMIRPURHP,Himachal Pradesh,North
177028,HAMIRPURHP,Himachal Pradesh,North
177029,HAMIRPURHP,Himachal Pradesh,North
177031,UNA,Himachal Pradesh,North
177033,HAMIRPURHP,Himachal Pradesh,North
177034,KANGRA,Himachal Pradesh,North
177038,HAMIRPURHP,Himachal Pradesh,North
177039,UNA,Himachal Pradesh,North
177040,HAMIRPURHP,Himachal Pradesh,North
177041,HAMIRPURHP,Himachal Pradesh,North
177042,HAMIRPURHP,Himachal Pradesh,North
177043,KANGRA,Himachal Pradesh,North
177044,HAMIRPURHP,Himachal Pradesh,North
177045,HAMIRPURHP,Himachal Pradesh,North
177048,HAMIRPURHP,Himachal Pradesh,North
177101,KANGRA,Himachal Pradesh,North
177103,KANGRA,Himachal Pradesh,North
