Pincode,District,StateName,Region
480111,CHHINDWARA,Madhya Pradesh,West
480112,CHHINDWARA,Madhya Pradesh,West
480115,CHHINDWARA,Madhya Pradesh,West
480221,CHHINDWARA,Madhya Pradesh,West
480223,CHHINDWARA,Madhya Pradesh,West
480224,CHHINDWARA,Madhya Pradesh,West
480331,CHHINDWARA,Madhya Pradesh,West
480334,CHHINDWARA,Madhya Pradesh,West
480337,CHHINDWARA,Madhya Pradesh,West
480338,CHHINDWARA,Madhya Pradesh,West
480441,CHHINDWARA,Madhya Pradesh,West
480447,CHHINDWARA,Madhya Pradesh,West
480449,CHHINDWARA,Madhya Pradesh,West
480551,CHHINDWARA,Madhya Pradesh,West
480555,CHHINDWARA,Madhya Pradesh,West
480557,CHHINDWARA,Madhya Pradesh,West
480559,CHHINDWARA,Madhya Pradesh,West
480661,SEONI,Madhya Pradesh,West
480667,SEONI,Madhya Pradesh,West
480771,SEONI,Madhya Pradesh,West
480880,SEONI,Madhya Pradesh,West
480881,SEONI,Madhya Pradesh,West
480882,SEONI,Madhya Pradesh,West
480884,SEONI,Madhya Pradesh,West
480886,SEONI,Madhya Pradesh,West
480887,SEONI,Madhya Pradesh,West
480888,SEONI,Madhya Pradesh,West
480990,SEONI,Madhya Pradesh,West
480991,SEONI,Madhya Pradesh,West
480994,SEONI,Madhya Pradesh,West
480996,SEONI,Madhya Pradesh,West
480997,SEONI,Madhya Pradesh,West
480999,SEONI,Madhya Pradesh,West
481001,BALAGHAT,Madhya Pradesh,West
481051,BALAGHAT,Madhya Pradesh,West
481102,BALAGHAT,Madhya Pradesh,West
481105,BALAGHAT,Madhya Pradesh,West
481111,BALAGHAT,Madhya Pradesh,West
481115,BALAGHAT,Madhya Pradesh,West
481116,BALAGHAT,Madhya Pradesh,West
481117,BALAGHAT,Madhya Pradesh,West
481222,BALAGHAT,Madhya Pradesh,West
481224,BALAGHAT,Madhya Pradesh,West
481226,BALAGHAT,Madhya Pradesh,West
481331,BALAGHAT,Madhya Pradesh,West
481332,BALAGHAT,Madhya Pradesh,West
481335,BALAGHAT,Madhya Pradesh,West
481337,BALAGHAT,Madhya Pradesh,West
481441,BALAGHAT,Madhya Pradesh,West
481445,BALAGHAT,Madhya Pradesh,West
481449,SEONI,Madhya Pradesh,West
481551,BALAGHAT,Madhya Pradesh,West
481556,BALAGHAT,Madhya Pradesh,West
481661,MANDLA,Madhya Pradesh,West
481662,MANDLA,Madhya Pradesh,West
481663,MANDLA,Madhya Pradesh,West
481664,MANDLA,Madhya Pradesh,West
481665,MANDLA,Madhya Pradesh,West
481666,MANDLA,Madhya Pradesh,West
481668,MANDLA,Madhya Pradesh,West
481672,DINDORI,Madhya Pradesh,West
481768,MANDLA,Madhya Pradesh,West
481771,MANDLA,Madhya Pradesh,West
481776,MANDLA,Madhya Pradesh,West
481778,DINDORI,Madhya Pradesh,West
481879,DINDORI,Madhya Pradesh,West
481880,DINDORI,Madhya Pradesh,West
481882,DINDORI,Madhya Pradesh,West
481883,DINDORI,Madhya Pradesh,West
481884,MANDLA,Madhya Pradesh,West
481885,MANDLA,Madhya Pradesh,West
481990,DINDORI,Madhya Pradesh,West
481995,MANDLA,Madhya Pradesh,West
481996,MANDLA,Madhya Pradesh,West
481998,MANDLA,Madhya Pradesh,West
482001,JABALPUR,Madhya Pradesh,West
482002,JABALPUR,Madhya Pradesh,West
482003,JABALPUR,Madhya Pradesh,West
482004,JABALPUR,Madhya Pradesh,West
482005,JABALPUR,Madhya Pradesh,West
482008,JABALPUR,Madhya Pradesh,West
482009,JABALPUR,Madhya Pradesh,West
482010,JABALPUR,Madhya Pradesh,West
482011,JABALPUR,Madhya Pradesh,West
482020,JABALPUR,Madhya Pradesh,West
482021,JABALPUR,Madhya Pradesh,West
482051,JABALPUR,Madhya Pradesh,West
482056,JABALPUR,Madhya Pradesh,West
483001,JABALPUR,Madhya Pradesh,West
483053,JABALPUR,Madhya Pradesh,West
483105,JABALPUR,Madhya Pradesh,West
483110,JABALPUR,Madhya Pradesh,West
483113,JABALPUR,Madhya Pradesh,West
483119,JABALPUR,Madhya Pradesh,West
483220,JABALPUR,Madhya Pradesh,West
483222,JABALPUR,Madhya Pradesh,West
483225,KATNI,Madhya Pradesh,West
483330,KATNI,Madhya Pradesh,West
483331,KATNI,Madhya Pradesh,West
483332,KATNI,Madhya Pradesh,West
483334,KATNI,Madhya Pradesh,West
483336,KATNI,Madhya Pradesh,West
483440,KATNI,Madhya Pradesh,West
483442,KATNI,Madhya Pradesh,West
483501,KATNI,Madhya Pradesh,West
483504,KATNI,Madhya Pradesh,West
483770,KATNI,Madhya Pradesh,West
483773,KATNI,Madhya Pradesh,West
483775,KATNI,Madhya Pradesh,West
483880,KATNI,Madhya Pradesh,West
483990,KATNI,Madhya Pradesh,West
484001,SHAHDOL,Madhya Pradesh,West
484110,SHAHDOL,Madhya Pradesh,West
484113,ANUPPUR,Madhya Pradesh,West
484114,SHAHDOL,Madhya Pradesh,West
484116,SHAHDOL,Madhya Pradesh,West
484117,SHAHDOL,Madhya Pradesh,West
484120,ANUPPUR,Madhya Pradesh,West
484220,ANUPPUR,Madhya Pradesh,West
484224,ANUPPUR,Madhya Pradesh,West
484330,SHAHDOL,Madhya Pradesh,West
484334,SHAHDOL,Madhya Pradesh,West
484336,ANUPPUR,Madhya Pradesh,West
484440,ANUPPUR,Madhya Pradesh,West
484444,SHAHDOL,Madhya Pradesh,West
484446,ANUPPUR,Madhya Pradesh,West
484447,ANUPPUR,Madhya Pradesh,West
484551,UMARIA,Madhya Pradesh,West
484555,UMARIA,Madhya Pradesh,West
484660,UMARIA,Madhya Pradesh,West
484661,UMARIA,Madhya Pradesh,West
484664,UMARIA,Madhya Pradesh,West
484665,UMARIA,Madhya Pradesh,West
484669,SHAHDOL,Madhya Pradesh,West
484770,SHAHDOL,Madhya Pradesh,West
484771,SHAHDOL,Madhya Pradesh,West
484774,SHAHDOL,Madhya Pradesh,West
484776,SHAHDOL,Madhya Pradesh,West
484881,ANUPPUR,Madhya Pradesh,West
484886,ANUPPUR,Madhya Pradesh,West
484887,ANUPPUR,Madhya Pradesh,West
485001,SATNA,Madhya Pradesh,West
485005,SATNA,Madhya Pradesh,West
485111,SATNA,Madhya Pradesh,West
485112,SATNA,Madhya Pradesh,West
485113,SATNA,Madhya Pradesh,West
485114,SATNA,Madhya Pradesh,West
485115,SATNA,Madhya Pradesh,West
485221,SATNA,Madhya Pradesh,West
485226,SATNA,Madhya Pradesh,West
485331,SATNA,Madhya Pradesh,West
485334,SATNA,Madhya Pradesh,West
485441,SATNA,Madhya Pradesh,West
485446,SATNA,Madhya Pradesh,West
485447,SATNA,Madhya Pradesh,West
485551,SATNA,Madhya Pradesh,West
485661,SATNA,Madhya Pradesh,West
485666,SATNA,Madhya Pradesh,West
485771,SATNA,Madhya Pradesh,West
485772,SATNA,Madhya Pradesh,West
485773,SATNA,Madhya Pradesh,West
485774,SATNA,Madhya Pradesh,West
485775,SATNA,Madhya Pradesh,West
485778,SATNA,Madhya Pradesh,West
485881,SATNA,Madhya Pradesh,West
486001,REWA,Madhya Pradesh,West
486002,REWA,Madhya Pradesh,West
486003,REWA,Madhya Pradesh,West
486004,REWA,Madhya Pradesh,West
486005,REWA,Madhya Pradesh,West
486006,REWA,Madhya Pradesh,West
486111,REWA,Madhya Pradesh,West
486114,REWA,Madhya Pradesh,West
486115,REWA,Madhya Pradesh,West
486117,REWA,Madhya Pradesh,West
486123,REWA,Madhya Pradesh,West
486220,REWA,Madhya Pradesh,West
486223,REWA,Madhya Pradesh,West
486226,REWA,Madhya Pradesh,West
486331,REWA,Madhya Pradesh,West
486333,REWA,Madhya Pradesh,West
486335,REWA,Madhya Pradesh,West
486338,REWA,Madhya Pradesh,West
486340,REWA,Madhya Pradesh,West
486341,REWA,Madhya Pradesh,West
486440,REWA,Madhya Pradesh,West
486441,REWA,Madhya Pradesh,West
486445,REWA,Madhya Pradesh,West
486446,REWA,Madhya Pradesh,West
486447,REWA,Madhya Pradesh,West
486448,REWA,Madhya Pradesh,West
486450,REWA,Madhya Pradesh,West
486550,REWA,Madhya Pradesh,West
486553,REWA,Madhya Pradesh,West
486556,REWA,Madhya Pradesh,West
486661,SIDHI,Madhya Pradesh,West
486666,SIDHI,Madhya Pradesh,West
486669,SIDHI,Madhya Pradesh,West
486670,SIDHI,Madhya Pradesh,West
486675,SIDHI,Madhya Pradesh,West
486771,SIDHI,Madhya Pradesh,West
486775,SIDHI,Madhya Pradesh,West
486776,SIDHI,Madhya Pradesh,West
486881,SINGRAULI,Madhya Pradesh,West
486882,SIDHI,Madhya Pradesh,West
486884,SINGRAULI,Madhya Pradesh,West
486885,SINGRAULI,Madhya Pradesh,West
486886,SINGRAULI,Madhya Pradesh,West
486887,SINGRAULI,Madhya Pradesh,West
486888,SINGRAULI,Madhya Pradesh,West
486889,SIDHI,Madhya Pradesh,West
486890,SINGRAULI,Madhya Pradesh,West
486892,SINGRAULI,Madhya Pradesh,West
487001,NARSINGHPUR,Madhya Pradesh,West
487110,NARSINGHPUR,Madhya Pradesh,West
487114,NARSINGHPUR,Madhya Pradesh,West
487118,NARSINGHPUR,Madhya Pradesh,West
487221,NARSINGHPUR,Madhya Pradesh,West
487225,NARSINGHPUR,Madhya Pradesh,West
487330,NARSINGHPUR,Madhya Pradesh,West
487334,NARSINGHPUR,Madhya Pradesh,West
487337,NARSINGHPUR,Madhya Pradesh,West
487441,NARSINGHPUR,Madhya Pradesh,West
487551,NARSINGHPUR,Madhya Pradesh,West
487555,NARSINGHPUR,Madhya Pradesh,West
487661,NARSINGHPUR,Madhya Pradesh,West
487770,NARSINGHPUR,Madhya Pradesh,West
487881,NARSINGHPUR,Madhya Pradesh,West
488001,PANNA,Madhya Pradesh,West
488050,CHHATARPUR,Madhya Pradesh,West
488051,PANNA,Madhya Pradesh,West
488059,PANNA,Madhya Pradesh,West
488220,PANNA,Madhya Pradesh,West
488222,PANNA,Madhya Pradesh,West
488333,PANNA,Madhya Pradesh,West
488441,PANNA,Madhya Pradesh,West
488442,PANNA,Madhya Pradesh,West
488443,PANNA,Madhya Pradesh,West
488446,PANNA,Madhya Pradesh,West
488448,PANNA,Madhya Pradesh,West
490001,DURG,Chattisgarh,West
490006,DURG,Chattisgarh,West
490009,DURG,Chattisgarh,West
490011,DURG,Chattisgarh,West
490020,DURG,Chattisgarh,West
490021,DURG,Chattisgarh,West
490022,DURG,Chattisgarh,West
490023,DURG,Chattisgarh,West
490024,DURG,Chattisgarh,West
490025,DURG,Chattisgarh,West
490026,DURG,Chattisgarh,West
490036,DURG,Chattisgarh,West
490042,DURG,Chattisgarh,West
491001,DURG,Chattisgarh,West
491107,DURG,Chattisgarh,West
491111,DURG,Chattisgarh,West
491221,DURG,Chattisgarh,West
491222,BALOD,Chattisgarh,West
491223,BALOD,Chattisgarh,West
491225,BALOD,Chattisgarh,West
491226,BALOD,Chattisgarh,West
491227,BALOD,Chattisgarh,West
491228,BALOD,Chattisgarh,West
491229,RAJNANDGAON,Chattisgarh,West
491230,BALOD,Chattisgarh,West
491331,DURG,Chattisgarh,West
491332,DURG,Chattisgarh,West
491335,BEMETARA,Chattisgarh,West
491336,KAWARDHA,Chattisgarh,West
491337,BEMETARA,Chattisgarh,West
491338,BEMETARA,Chattisgarh,West
491340,BEMETARA,Chattisgarh,West
491441,RAJNANDGAON,Chattisgarh,West
491444,RAJNANDGAON,Chattisgarh,West
491445,RAJNANDGAON,Chattisgarh,West
491557,RAJNANDGAON,Chattisgarh,West
491558,RAJNANDGAON,Chattisgarh,West
491559,KAWARDHA,Chattisgarh,West
491661,RAJNANDGAON,Chattisgarh,West
491665,RAJNANDGAON,Chattisgarh,West
491666,RAJNANDGAON,Chattisgarh,West
491668,RAJNANDGAON,Chattisgarh,West
491771,BALOD,Chattisgarh,West
491881,RAJNANDGAON,Chattisgarh,West
491885,RAJNANDGAON,Chattisgarh,West
491888,KAWARDHA,Chattisgarh,West
491993,BEMETARA,Chattisgarh,West
491995,KAWARDHA,Chattisgarh,West
491996,KAWARDHA,Chattisgarh,West
492001,RAIPUR,Chattisgarh,West
492002,RAIPUR,Chattisgarh,West
492003,RAIPUR,Chattisgarh,West
492004,RAIPUR,Chattisgarh,West
492005,RAIPUR,Chattisgarh,West
492008,RAIPUR,Chattisgarh,West
492009,RAIPUR,Chattisgarh,West
492010,RAIPUR,Chattisgarh,West
492012,RAIPUR,Chattisgarh,West
492013,RAIPUR,Chattisgarh,West
492014,RAIPUR,Chattisgarh,West
492015,RAIPUR,Chattisgarh,West
492016,RAIPUR,Chattisgarh,West
492017,RAIPUR,Chattisgarh,West
492018,RAIPUR,Chattisgarh,West
492099,RAIPUR,Chattisgarh,West
492101,RAIPUR,Chattisgarh,West
492109,GARIABAND,Chattisgarh,West
492112,MAHASAMUND,Chattisgarh,West
493101,BALOD BAZER,Chattisgarh,West
493111,RAIPUR,Chattisgarh,West
493113,BALOD BAZER,Chattisgarh,West
493114,RAIPUR,Chattisgarh,West
493116,RAIPUR,Chattisgarh,West
493118,BALOD BAZER,Chattisgarh,West
493195,BALOD BAZER,Chattisgarh,West
493196,BALOD BAZER,Chattisgarh,West
493221,RAIPUR,Chattisgarh,West
493222,BALOD BAZER,Chattisgarh,West
493225,RAIPUR,Chattisgarh,West
493228,BALOD BAZER,Chattisgarh,West
493229,BALOD BAZER,Chattisgarh,West
493331,BALOD BAZER,Chattisgarh,West
493332,BALOD BAZER,Chattisgarh,West
493335,BALOD BAZER,Chattisgarh,West
493338,BALOD BAZER,Chattisgarh,West
493344,BALOD BAZER,Chattisgarh,West
493441,RAIPUR,Chattisgarh,West
493445,MAHASAMUND,Chattisgarh,West
493448,MAHASAMUND,Chattisgarh,West
493449,MAHASAMUND,Chattisgarh,West
493526,BALOD BAZER,Chattisgarh,West
493551,MAHASAMUND,Chattisgarh,West
493554,MAHASAMUND,Chattisgarh,West
493555,MAHASAMUND,Chattisgarh,West
493558,MAHASAMUND,Chattisgarh,West
493559,BALOD BAZER,Chattisgarh,West
493661,RAIPUR,Chattisgarh,West
493662,DHAMTARI,Chattisgarh,West
493663,DHAMTARI,Chattisgarh,West
493770,DHAMTARI,Chattisgarh,West
493773,DHAMTARI,Chattisgarh,West
493776,DHAMTARI,Chattisgarh,West
493778,DHAMTARI,Chattisgarh,West
493881,RAIPUR,Chattisgarh,West
493885,GARIABAND,Chattisgarh,West
493887,GARIABAND,Chattisgarh,West
493888,GARIABAND,Chattisgarh,West
493889,GARIABAND,Chattisgarh,West
493890,GARIABAND,Chattisgarh,West
493891,GARIABAND,Chattisgarh,West
493992,GARIABAND,Chattisgarh,West
493996,GARIABAND,Chattisgarh,West
494001,BASTAR,Chattisgarh,West
494010,Bastar,Chattisgarh,West
494111,SUKMA,Chattisgarh,West
494114,Dantewada,Chattisgarh,West
494115,Dantewada,Chattisgarh,West
494122,Dantewada,Chattisgarh,West
494221,Bastar,Chattisgarh,West
494222,Bastar,Chattisgarh,West
494223,Bastar,Chattisgarh,West
494224,Bastar,Chattisgarh,West
494226,Bastar,Chattisgarh,West
494228,Bastar,Chattisgarh,West
494229,Bastar,Chattisgarh,West
494230,Bastar,Chattisgarh,West
494237,Kanker,Chattisgarh,West
494331,Bastar,Chattisgarh,West
494333,Kanker,Chattisgarh,West
494334,Kanker,Chattisgarh,West
494335,Kanker,Chattisgarh,West
494336,Kanker,Chattisgarh,West
494337,Kanker,Chattisgarh,West
494347,Bastar,Chattisgarh,West
494441,Dantewada,Chattisgarh,West
494442,Bastar,Chattisgarh,West
494444,Bijapur(CGH),Chattisgarh,West
494446,Bijapur(CGH),Chattisgarh,West
494447,Bijapur(CGH),Chattisgarh,West
494448,Bijapur(CGH),Chattisgarh,West
494449,Dantewada,Chattisgarh,West
494450,Jagdalpur,Chattisgarh,West
494551,Dantewada,Chattisgarh,West
494552,Dantewada,Chattisgarh,West
494553,DANTEWADA,Chattisgarh,West
494556,Dantewada,Chattisgarh,West
494635,Kanker,Chattisgarh,West
494661,Narayanpur,Chattisgarh,West
494665,Kanker,Chattisgarh,West
494669,Kanker,Chattisgarh,West
494670,Kanker,Chattisgarh,West
494771,Kanker,Chattisgarh,West
494776,Kanker,Chattisgarh,West
494777,Kanker,Chattisgarh,West
495001,BILASPURCGH,Chattisgarh,West
495003,BILASPURCGH,Chattisgarh,West
495004,BILASPURCGH,Chattisgarh,West
495006,BILASPURCGH,Chattisgarh,West
495009,BILASPURCGH,Chattisgarh,West
495112,BILASPURCGH,Chattisgarh,West
495113,BILASPURCGH,Chattisgarh,West
495115,MUNGELI,Chattisgarh,West
495116,BILASPURCGH,Chattisgarh,West
495117,BILASPURCGH,Chattisgarh,West
495118,BILASPURCGH,Chattisgarh,West
495119,BILASPURCGH,Chattisgarh,West
495220,BILASPURCGH,Chattisgarh,West
495222,BILASPURCGH,Chattisgarh,West
495224,BILASPURCGH,Chattisgarh,West
495330,BILASPURCGH,Chattisgarh,West
495334,MUNGELI,Chattisgarh,West
495335,MUNGELI,Chattisgarh,West
495442,BILASPURCGH,Chattisgarh,West
495444,KORBA,Chattisgarh,West
495445,KORBA,Chattisgarh,West
495446,KORBA,Chattisgarh,West
495447,KORBA,Chattisgarh,West
495448,KORBA,Chattisgarh,West
495449,KORBA,Chattisgarh,West
495450,KORBA,Chattisgarh,West
495452,KORBA,Chattisgarh,West
495454,KORBA,Chattisgarh,West
495455,KORBA,Chattisgarh,West
495550,BILASPURCGH,Chattisgarh,West
495551,BILASPURCGH,Chattisgarh,West
495552,JANJGIRCHAMPA,Chattisgarh,West
495553,JANJGIRCHAMPA,Chattisgarh,West
495554,JANJGIRCHAMPA,Chattisgarh,West
495555,BILASPURCGH,Chattisgarh,West
495556,JANJGIRCHAMPA,Chattisgarh,West
495557,JANJGIRCHAMPA,Chattisgarh,West
495559,JANJGIRCHAMPA,Chattisgarh,West
495660,JANJGIRCHAMPA,Chattisgarh,West
495661,JANJGIRCHAMPA,Chattisgarh,West
495663,JANJGIRCHAMPA,Chattisgarh,West
495668,JANJGIRCHAMPA,Chattisgarh,West
495669,Janjgir-Champa,Chattisgarh,West
495671,JANJGIRCHAMPA,Chattisgarh,West
495674,KORBA,Chattisgarh,West
495677,KORBA,Chattisgarh,West
495682,KORBA,Chattisgarh,West
495683,KORBA,Chattisgarh,West
495684,KORBA,Chattisgarh,West
495686,JANJGIRCHAMPA,Chattisgarh,West
495687,JANJGIRCHAMPA,Chattisgarh,West
495688,JANJGIRCHAMPA,Chattisgarh,West
495689,JANJGIRCHAMPA,Chattisgarh,West
495690,JANJGIRCHAMPA,Chattisgarh,West
495691,JANJGIRCHAMPA,Chattisgarh,West
495692,JANJGIRCHAMPA,Chattisgarh,West
495695,JANJGIRCHAMPA,Chattisgarh,West
496001,RAIGARH,Chattisgarh,West
496005,RAIGARH,Chattisgarh,West
496100,RAIGARH,Chattisgarh,West
496107,RAIGARH,Chattisgarh,West
496108,RAIGARH,Chattisgarh,West
496109,RAIGARH,Chattisgarh,West
496111,RAIGARH,Chattisgarh,West
496113,RAIGARH,Chattisgarh,West
496115,RAIGARH,Chattisgarh,West
496116,RAIGARH,Chattisgarh,West
496118,JASPUR,Chattisgarh,West
496220,JASPUR,Chattisgarh,West
496223,JASPUR,Chattisgarh,West
496224,JASPUR,Chattisgarh,West
496225,JASPUR,Chattisgarh,West
496227,JASPUR,Chattisgarh,West
496242,JASPUR,Chattisgarh,West
496245,JASPUR,Chattisgarh,West
496330,JASPUR,Chattisgarh,West
496331,JASPUR,Chattisgarh,West
496334,JASPUR,Chattisgarh,West
496336,JASPUR,Chattisgarh,West
496338,JASPUR,Chattisgarh,West
496440,RAIGARH,Chattisgarh,West
496445,RAIGARH,Chattisgarh,West
496450,RAIGARH,Chattisgarh,West
496551,RAIGARH,Chattisgarh,West
496554,RAIGARH,Chattisgarh,West
496661,RAIGARH,Chattisgarh,West
496665,RAIGARH,Chattisgarh,West
497001,SURAJPUR,Chattisgarh,West
497101,SURGUJA,Chattisgarh,West
497111,SURGUJA,Chattisgarh,West
497114,SURGUJA,Chattisgarh,West
497116,SURGUJA,Chattisgarh,West
497117,SURGUJA,Chattisgarh,West
497118,BALRAMPUR,Chattisgarh,West
497119,BALRAMPUR,Chattisgarh,West
497220,BALRAMPUR,Chattisgarh,West
497223,SURAJPUR,Chattisgarh,West
497224,BALRAMPUR,Chattisgarh,West
497225,BALRAMPUR,Chattisgarh,West
497226,SURAJPUR,Chattisgarh,West
497229,SURAJPUR,Chattisgarh,West
497231,SURAJPUR,Chattisgarh,West
497235,SURAJPUR,Chattisgarh,West
497331,KORIYA,Chattisgarh,West
497333,KORIYA,Chattisgarh,West
497335,KORIYA,Chattisgarh,West
497339,KORIYA,Chattisgarh,West
497442,KORIYA,Chattisgarh,West
497446,KORIYA,Chattisgarh,West
497447,KORIYA,Chattisgarh,West
497448,KORIYA,Chattisgarh,West
497449,KORIYA,Chattisgarh,West
497450,KORIYA,Chattisgarh,West
497451,KORIYA,Chattisgarh,West
497553,KORIYA,Chattisgarh,West
497555,KORIYA,Chattisgarh,West
497557,KORIYA,Chattisgarh,West
497559,KORIYA,Chattisgarh,West
497773,KORIYA,Chattisgarh,West
497778,KORIYA,Chattisgarh,West
500001,HYDERABAD,Telangana,South
500002,HYDERABAD,Telangana,South
500003,HYDERABAD,Telangana,South
500004,HYDERABAD,Telangana,South
500005,RANGAREDDY,Telangana,South
500006,HYDERABAD,Telangana,South
500007,HYDERABAD,Telangana,South
500008,HYDERABAD,Telangana,South
500009,HYDERABAD,Telangana,South
500010,HYDERABAD,Telangana,South
500011,HYDERABAD,Telangana,South
500012,HYDERABAD,Telangana,South
500013,RANGAREDDY,Telangana,South
500014,HYDERABAD,Telangana,South
500015,HYDERABAD,Telangana,South
500016,HYDERABAD,Telangana,South
500017,HYDERABAD,Telangana,South
500018,HYDERABAD,Telangana,South
500019,RANGAREDDY,Telangana,South
500020,HYDERABAD,Telangana,South
500022,HYDERABAD,Telangana,South
500023,HYDERABAD,Telangana,South
500024,HYDERABAD,Telangana,South
500025,HYDERABAD,Telangana,South
500026,HYDERABAD,Telangana,South
500027,HYDERABAD,Telangana,South
500028,HYDERABAD,Telangana,South
500029,HYDERABAD,Telangana,South
500030,RANGAREDDY,Telangana,South
500031,HYDERABAD,Telangana,South
500032,RANGAREDDY,Telangana,South
500033,HYDERABAD,Telangana,South
500034,HYDERABAD,Telangana,South
500035,RANGAREDDY,Telangana,South
500036,HYDERABAD,Telangana,South
500037,HYDERABAD,Telangana,South
500038,HYDERABAD,Telangana,South
500039,RANGAREDDY,Telangana,South
500040,HYDERABAD,Telangana,South
500041,HYDERABAD,Telangana,South
500042,HYDERABAD,Telangana,South
500043,RANGAREDDY,Telangana,South
500044,HYDERABAD,Telangana,South
500045,HYDERABAD,Telangana,South
500046,RANGAREDDY,Telangana,South
500047,RANGAREDDY,Telangana,South
500048,RANGAREDDY,Telangana,South
500049,Trimulgherry,Telangana,South
500050,HYDERABAD,Telangana,South
500051,RANGAREDDY,Telangana,South
500052,RANGAREDDY,Telangana,South
500053,HYDERABAD,Telangana,South
500054,HYDERABAD,Telangana,South
500055,HYDERABAD,Telangana,South
500056,HYDERABAD,Telangana,South
500057,HYDERABAD,Telangana,South
500058,RANGAREDDY,Telangana,South
500059,HYDERABAD,Telangana,South
500060,RANGAREDDY,Telangana,South
500061,HYDERABAD,Telangana,South
500062,HYDERABAD,Telangana,South
500063,HYDERABAD,Telangana,South
500064,HYDERABAD,Telangana,South
500065,HYDERABAD,Telangana,South
500066,HYDERABAD,Telangana,South
500067,RANGAREDDY,Telangana,South
500068,RANGAREDDY,Telangana,South
500069,RANGAREDDY,Telangana,South
500070,RANGAREDDY,Telangana,South
500072,HYDERABAD,Telangana,South
500073,HYDERABAD,Telangana,South
500074,RANGAREDDY,Telangana,South
500075,RANGAREDDY,Telangana,South
500076,RANGAREDDY,Telangana,South
500077,RANGAREDDY,Telangana,South
500078,RANGAREDDY,Telangana,South
500079,RANGAREDDY,Telangana,South
500080,HYDERABAD,Telangana,South
500081,HYDERABAD,Telangana,South
500082,HYDERABAD,Telangana,South
500083,RANGAREDDY,Telangana,South
500084,RANGAREDDY,Telangana,South
500085,HYDERABAD,Telangana,South
500086,RANGAREDDY,Telangana,South
500087,HYDERABAD,Telangana,South
500088,HYDERABAD,Telangana,South
500089,RANGAREDDY,Telangana,South
500090,Ranga Reddy,Telangana,South
500091,HYDERABAD,Telangana,South
500092,RANGAREDDY,Telangana,South
500093,HYDERABAD,Telangana,South
500094,HYDERABAD,Telangana,South
500095,HYDERABAD,Telangana,South
500096,HYDERABAD,Telangana,South
500097,RANGAREDDY,Telangana,South
500098,RANGAREDDY,Telangana,South
500100,RANGAREDDY,Telangana,South
500101,HYDERABAD,Telangana,South
500102,RANGAREDDY,Telangana,South
500103,Hyderabad,Telangana,South
500104,Rangareddy,Telangana,South
500107,RANGAREDDY,Telangana,South
500108,RANGAREDDY,Andhra Pradesh,South
500109,HYDERABAD,Telangana,South
500110,Hyderabad,Telangana,South
500111,Rangareddy,Telangana,South
500112,Ranga Reddy,Telangana,South
500114,RANGAREDDY,Telangana,South
500115,Ranga Reddy,Telangana,South
501101,HYDERABAD,Telangana,South
501102,Vikarabad,Telangana,South
501106,RANGAREDDY,Telangana,South
501111,RANGAREDDY,Telangana,South
501121,RANGAREDDY,Telangana,South
501141,RANGAREDDY,Telangana,South
501142,RANGAREDDY,Telangana,South
501143,RANGAREDDY,Telangana,South
501144,RANGAREDDY,Telangana,South
501158,RANGAREDDY,Telangana,South
501202,RANGAREDDY,Telangana,South
501203,RANGAREDDY,Telangana,South
501218,RANGAREDDY,Telangana,South
501301,HYDERABAD,Telangana,South
501359,RANGAREDDY,Telangana,South
501401,HYDERABAD,Telangana,South
501501,RANGAREDDY,Telangana,South
501502,RANGAREDDY,Telangana,South
501503,RANGAREDDY,Telangana,South
501504,RANGAREDDY,Telangana,South
501505,RANGAREDDY,Telangana,South
501506,RANGAREDDY,Telangana,South
501508,RANGAREDDY,Telangana,South
501509,RANGAREDDY,Telangana,South
501510,RANGAREDDY,Telangana,South
501511,RANGAREDDY,Telangana,South
501512,RANGAREDDY,Telangana,South
502001,SANGAREDDY,Telangana,South
502032,SANGAREDDY,Telangana,South
502101,MEDAK,Telangana,South
502102,SIDDIPET,Telangana,South
502103,SIDDIPET,Telangana,South
502107,KARIM NAGAR,Telangana,South
502108,SIDDIPET,Telangana,South
502109,MEDAK,Telangana,South
502110,MEDAK,Telangana,South
502113,MEDAK,Telangana,South
502114,SIDDIPET,Telangana,South
502115,MEDAK,Telangana,South
502117,MEDAK,Telangana,South
502125,MEDAK,Telangana,South
502130,MEDAK,Telangana,South
502205,SANGAREDDY,Telangana,South
502210,SANGAREDDY,Telangana,South
502220,SANGAREDDY,Telangana,South
502221,SANGAREDDY,Telangana,South
502228,SANGAREDDY,Telangana,South
502246,SANGAREDDY,Telangana,South
502247,MEDAK,Telangana,South
502248,MEDAK,Telangana,South
502249,SANGAREDDY,Telangana,South
502251,SANGAREDDY,Telangana,South
502255,MEDAK,Telangana,South
502256,SANGAREDDY,Telangana,South
502257,SANGAREDDY,Telangana,South
502267,SIDDIPET,Telangana,South
502269,SANGAREDDY,Telangana,South
502270,SANGAREDDY,Telangana,South
502271,SANGAREDDY,Telangana,South
502273,SANGAREDDY,Telangana,South
502276,SIDDIPET,Telangana,South
502277,MEDAK,Telangana,South
502278,SIDDIPET,Telangana,South
502279,SIDDIPET,Telangana,South
502280,SIDDIPET,Telangana,South
502281,SIDDIPET,Telangana,South
502285,SANGAREDDY,Telangana,South
502286,SANGAREDDY,Telangana,South
502287,SANGAREDDY,Telangana,South
